s	SAMD00115015	SAMD00115025	SAMD00115027	SAMD00114971	SAMD00114968	SAMD00114970	SAMD00115016	SAMD00115017	SAMD00115019	SAMD00115023	SAMD00114973	SAMD00115018	SAMD00115022	SAMD00114997	SAMD00115032	SAMD00114998	SAMD00114995	SAMD00114996	SAMD00115033	SAMD00114736	SAMD00114745	SAMD00114747	SAMD00114832	SAMD00114741	SAMD00114833	SAMD00114757	SAMD00114834	SAMD00114815	SAMD00114974	SAMD00114979	SAMD00114769	SAMD00114770	SAMD00114771	SAMD00114975	SAMD00114773	SAMD00114718	SAMD00114976	SAMD00114977	SAMD00114719	SAMD00114720	SAMD00114721	SAMD00114984	SAMD00114800	SAMD00114982	SAMD00114795	SAMD00114986	SAMD00114796	SAMD00114987	SAMD00114798	SAMD00114989	SAMD00114990	SAMD00114991	SAMD00114992	SAMD00114780	SAMD00114781	SAMD00114994	SAMD00114778	SAMD00114779	SAMD00114730	SAMD00115001	SAMD00114734	SAMD00115002	SAMD00115003	SAMD00115004	SAMD00114789	SAMD00114791	SAMD00114792	SAMD00114783	SAMD00114784	SAMD00115008	SAMD00114785	SAMD00115009	SAMD00115005	SAMD00115012	SAMD00114819	SAMD00114807	SAMD00114809	SAMD00114812	SAMD00114829	SAMD00114830	SAMD00114862	SAMD00114858	SAMD00114824	SAMD00114818	SAMD00114842	SAMD00114843	SAMD00114845	SAMD00114850	SAMD00114865	SAMD00114867	SAMD00114869	SAMD00114854	SAMD00114859	SAMD00114837	SAMD00114838	SAMD00114860	SAMD00114926	SAMD00114888	SAMD00114889	SAMD00114872	SAMD00114873	SAMD00114938	SAMD00114929	SAMD00114874	SAMD00114932	SAMD00114940	SAMD00114895	SAMD00114876	SAMD00114942	SAMD00114898	SAMD00114908	SAMD00114918	SAMD00114950	SAMD00114913	SAMD00114953	SAMD00114945	SAMD00114880	SAMD00114959	SAMD00114899	SAMD00114881	SAMD00114882	SAMD00114900	SAMD00114901	SAMD00114963	SAMD00114885	SAMD00114906	SAMD00114967	SAMD00136653	SAMD00164727	SAMD00164729	SAMD00164748	SAMD00154991	SAMD00164756	SAMD00164758	SAMD00154992	SAMD00136648	SAMD00164773	SAMD00164774	SAMD00164803	SAMD00164805	SAMD00164806	SAMD00164809	SAMD00164814	SAMD00164819	SAMD00164823	SAMD00164824	SAMD00164825	SAMD00164827	SAMD00164828	SAMD00164833	SAMD00164835	SAMD00164837	SAMD00164840	SAMD00164848	SAMD00164849	SAMD00164853	SAMD00164855	SAMD00164856	SAMD00164862	SAMD00164865	SAMD00164870	SAMD00164873	SAMD00164877	SAMD00164878	SAMD00164879	SAMD00164881	SAMD00164882	SAMD00164886	SAMD00164888	SAMD00164890	SAMD00164891	SAMD00164895	SAMD00164896	SAMD00164897	SAMD00164898	SAMD00164899	SAMD00164901	SAMD00164902	SAMD00164904	SAMD00164908	SAMD00164909	SAMD00164911	SAMD00164914	SAMD00164915	SAMD00164916	SAMD00164917	SAMD00164918	SAMD00164920	SAMD00164923	SAMD00164926	SAMD00164927	SAMD00164929	SAMD00164930	SAMD00164931	SAMD00164933	SAMD00164934	SAMD00164935	SAMD00164936	SAMD00164938	SAMD00164939	SAMD00164941	SAMD00164947	SAMD00164949	SAMD00164950	SAMD00164951	SAMD00164952	SAMD00164953	SAMD00164954	SAMD00164955	SAMD00164956	SAMD00164957	SAMD00164958	SAMD00164960	SAMD00164961	SAMD00164962	SAMD00164963	SAMD00164964	SAMD00164965	SAMD00164966	SAMD00164967	SAMD00164969	SAMD00164972	SAMD00164973	SAMD00164983	SAMD00164986	SAMD00164996	SAMD00164999	SAMD00165001	SAMD00165004	SAMD00165008	SAMD00165010	SAMD00165015	SAMD00165020	SAMD00165021	SAMD00165022	SAMD00165023	SAMD00165024	SAMD00165025	SAMD00165026	SAMD00165027	SAMD00165028	SAMD00165029	SAMD00165030	SAMD00165031	SAMD00165032	SAMD00165033
s__Actinomyces_johnsonii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000380	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Actinomyces_naeslundii	0	0	0	0	0	0	0	0	0	0.001020	0	0	0	0.004420	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002891	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.015390	0	0	0	0	0	0	0	0	0	0	0	0	0.048691	0	0	0	0	0	0	0.015380	0	0	0.000380	0	0	0	0	0	0	0.004630	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Actinomyces_odontolyticus	0.003323	0.001160	0	0.000320	0	0.000160	0	0.038802	0	0.003890	0.000600	0	0.003270	0.012650	0.006150	0	0	0	0.005655	0	0.221255	0.005920	0	0	0	0	0	0	0.010630	0	0	0	0.100164	0	0	0	0	0	0	0.048619	0	0.000550	0.001911	0	0.037499	0	0.001050	0.001460	0	0.001201	0.001850	0	0	0.027184	0	0.002290	0.045136	0	0	0	0.002430	0.156870	0	0	0	0	0	0.002520	0	0	0.000180	0	0	0	0.026795	0.000310	0	0.013781	0	0.000170	0	0.038321	0	0	0.130847	0	0.003072	0.001260	0	0	0	0.019570	0	0	0	0.000430	0	0	0.002430	0	0	0	0	0	0.006670	0.003480	0	0	0	0	0.014142	0	0.002000	0	0.023961	0	0.003729	0.000490	0	0.000480	0	0	0	0	0	0	0	0	0.003766	0.001760	0	0	0.024103	0.005611	0	0	0	0.001370	0.018930	0	0	0	0	0	0.031470	0	0	0	0	0	0.031050	0.001240	0	0	0	0	0	0.009413	0.000880	0.000440	0	0	0	0	0	0	0.001090	0	0	0.005502	0.000800	0	0.000300	0	0	0.002260	0	0	0	0	0.007470	0	0	0	0	0	0	0	0.000120	0	0	0	0	0.002580	0	0.004260	0	0.009941	0	0	0	0	0	0.000666	0.002660	0	0	0.007860	0.017283	0	0.015511	0.013060	0	0	0.005610	0	0	0	0	0	0	0	0	0	0.005100	0	0	0	0	0	0	0.011355	0	0	0	0.007050	0.000680	0.001240	0	0	0	0	0	0.020030	0	0
s__Actinomyces_oris	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002100	0.000300	0	0	0	0	0	0.057573	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.023240	0	0	0	0	0	0	0	0	0	0	0	0	0.005840	0.003840	0	0	0	0	0	0	0	0	0.003390	0	0.007245	0	0	0	0	0.005800	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000800	0	0	0	0	0	0	0	0	0.007190	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002150	0.107252	0	0	0	0.004370	0	0	0	0	0	0	0.008670	0	0	0	0	0	0.003140	0	0	0	0	0	0.004041	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000390	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Actinomyces_sp_HMSC035G02	0.003453	0	0	0	0	0	0	0	0	0	0	0	0.000220	0.002390	0	0	0	0	0	0	0.144572	0	0	0	0	0	0	0	0	0	0	0	0.004520	0	0	0	0	0	0	0.014656	0	0	0	0	0.012603	0	0	0	0	0	0	0	0	0.002630	0	0	0.007404	0	0	0	0	0.040290	0	0	0	0	0	0	0	0	0	0	0	0	0.021356	0	0	0.000570	0	0	0	0.012720	0	0	0.014111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000930	0.026330	0.002060	0	0	0	0	0	0	0	0	0.001140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.017102	0	0	0	0	0.002050	0.000820	0	0	0	0.000500	0	0	0	0	0	0	0	0.006780	0	0	0	0	0	0	0.000450	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000542	0	0	0.001230	0.009900	0	0	0	0	0	0	0	0	0	0	0	0	0.003070	0	0	0	0	0	0	0.002071	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Actinomyces_sp_HPA0247	0	0	0	0	0	0	0	0	0	0.000970	0.004761	0	0	0.000260	0	0	0.001765	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.004931	0	0	0	0.001181	0	0	0	0	0.000560	0	0	0	0	0	0	0	0	0.006823	0	0	0	0.011872	0	0	0	0	0	0	0	0.017450	0	0	0	0	0	0	0	0	0	0	0	0	0.003987	0.012751	0	0	0	0	0	0.004720	0	0	0.003760	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.066147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.019580	0	0	0	0	0	0	0	0	0	0.005781	0.133035	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.020910	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.003370	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001583	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.333090	0	0
s__Actinomyces_sp_ICM47	0	0	0	0.003020	0.001150	0.003800	0	0	0	0.027183	0.000330	0	0	0.015340	0.016410	0.002060	0	0.000810	0.005554	0	0.282560	0.065600	0	0	0	0	0	0.001630	0	0	0	0	0	0	0	0.003242	0	0	0	0.155961	0	0.003440	0	0	0.003401	0	0.001960	0	0	0	0	0	0.002010	0.041646	0	0	0.100078	0	0.001850	0.000160	0	0.280290	0	0	0	0	0	0	0	0	0.024540	0	0	0	0.144521	0	0	0.008571	0	0	0	0.025911	0	0	0	0	0.000390	0	0	0	0	0.016400	0	0	0	0	0	0	0	0	0	0	0	0	0.067280	0.006681	0	0	0	0	0.000770	0	0	0	0.172279	0	0.000772	0	0	0.000280	0	0	0	0	0	0	0	0	0	0	0	0	0.192472	0	0.009569	0	0	0.034990	0	0	0.001020	0	0	0	0.054180	0	0	0	0	0	0.005870	0.011451	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.009914	0.001040	0	0	0	0	0.015672	0	0	0	0	0.012720	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.010430	0.000970	0.001290	0	0	0	0	0	0.006307	0.008680	0	0.029184	0	0	0	0.142169	0.039711	0.018697	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Actinomyces_sp_S6_Spd3	0	0	0	0.001260	0	0	0	0	0	0	0	0	0	0.009400	0	0	0	0	0	0	0.080225	0.001420	0	0	0	0	0	0.012410	0.004770	0	0	0	0	0	0	0	0	0.001010	0	0.005262	0	0	0.013610	0	0.001340	0	0	0	0	0	0	0	0	0	0	0.002310	0	0	0	0	0	0.014160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.068762	0	0	0.000710	0	0	0.002350	0	0	0	0.005760	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.008060	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001630	0.008791	0	0	0	0.004400	0	0	0	0	0	0	0	0	0	0	0	0	0.011890	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.003251	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002430	0	0	0	0	0	0	0	0	0	0.012010	0	0	0.019361	0.001800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001790
s__Actinomyces_sp_oral_taxon_170	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.020448	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.030790	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000450	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Actinomyces_sp_oral_taxon_180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.006720	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.006531	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Actinomyces_sp_oral_taxon_181	0	0	0	0	0	0	0	0	0	0	0.000660	0	0	0.009420	0	0	0	0	0.001414	0	0.028146	0	0	0	0	0	0	0.009000	0.000940	0	0	0.001040	0.020271	0	0	0.000780	0	0.000220	0	0	0	0	0.001591	0	0	0	0	0	0	0.004222	0	0	0	0.006021	0	0.001120	0.004783	0	0	0.003590	0	0.106340	0	0	0	0	0	0	0	0	0	0	0	0	0.019853	0.014021	0	0	0	0.004222	0	0	0	0	0.018861	0	0	0.001150	0	0	0.000210	0.143892	0	0	0	0	0.003111	0	0	0	0	0	0	0.004390	0.004430	0.004991	0	0	0	0	0.007711	0	0	0	0	0	0	0.003040	0	0.012570	0	0	0.008750	0	0	0	0	0	0	0.000490	0	0	0.009201	0.068668	0	0	0	0.000150	0.002340	0	0	0	0.009241	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001580	0	0	0	0	0.001651	0.000520	0	0	0	0	0	0	0	0	0	0.011830	0	0.005470	0	0	0	0	0	0	0	0.009531	0	0	0	0	0.001010	0.001891	0	0	0.001560	0	0	0	0	0	0	0.005743	0.000630	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.006410
s__Actinomyces_sp_oral_taxon_448	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000920	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.006521	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Actinomyces_turicensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.008940	0.002360	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.034518	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.036850	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.021406	0	0	0	0	0	0.018830	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Actinomyces_viscosus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001530	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Adlercreutzia_equolifaciens	0.202742	0	0	0.005574	0	0	0.019400	0	0.261491	0.129322	0.075617	0.019523	0	0	0	0	0.156276	0	0	0	0	0.258854	0.038076	0.047702	0.013615	0.010601	0	0	0.027182	0.122425	0	0	0.091360	0.045951	0	0	0.020346	0	0.024522	0	0	0	0.072547	0	0	0.216280	0	0	0	0.144496	0.017710	0.005311	0	0.065531	0.074216	0.007621	0	0.052683	0.001329	0	0.084898	0	0.067438	0	0	0.096724	0.065583	0	0	0	0.622196	0.027073	0	0.003526	0.010538	0.156295	0.042586	0.052081	0	0.248047	0.083110	0.002550	0	0.071659	0	0.038276	0.160906	0	0	0	0	0	0	0	0	0.033573	0	0	0	0	0.030113	0	0.000791	0.077366	0	0	0.003826	0	0	0.021316	0.012315	0.185670	0.042746	0	0	0	0.062731	0	0.002290	0	0.009564	0.026408	0	0.012542	0	0	0	0	0	0	0	0	0	0	0	0	0.012288	0	0.008980	0.045304	0.053890	0	0	0.119429	0	0.026634	0.098710	0.007877	0	0.045501	0	0	0	0.023496	0.116132	0	0.334386	0	0	0.027077	0	0	0	0	0.027812	0	0	0	0	0.005554	0.015812	0.203661	0.205537	0	0.023097	0	0.028484	0	0	0.011302	0	0	0	0.070979	0.155620	0.118185	0.149579	0.001987	0.003596	0	0.000401	0.102715	0.023034	0.089258	0	0.007960	0.188467	0	0.045954	0.059335	0.001026	0	0	0.217036	0.047303	0.037446	0	0	0.197112	0.049046	0	0.429916	0.083991	0.069012	0.096874	0	0	0	0	0	0.013267	0	0	0.048135	0.121430	0.238732	0.168050	0.144665	0	0	0.008177	0.013092	0	0.144622	0.178389	0.486399	0	0.261300	0	0.020035	0	0.076507	0.055469	0.735960	0	0
s__Aeriscardovia_aeriphila	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000960	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.003630	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Aeromonas_caviae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.003290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.090630	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Aeromonas_veronii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.281396	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Agathobaculum_butyriciproducens	0.443287	0.339842	0.262921	0.319364	0	1.047320	0.544013	1.079309	0.556590	0.925576	0.423413	1.569324	0.375150	0	0.097580	0.020644	0.599001	0.098230	0.097606	0.411810	0	0.201400	0.196003	0.365318	0.912180	0.129632	0.724080	0	0.517940	0.773480	0.280097	0.071387	0.442738	0.085811	0.110503	1.526972	0.226001	0	0.059055	0.396455	0.227076	0.108800	0	0	0.576740	0.459810	0.228868	1.836236	1.540710	0.293823	0.040751	0.024785	0.377850	0.525999	0.318263	0	0.941847	0.003040	0.876503	0.946800	0.101300	0	0	1.034598	0.231326	0.060350	0.575320	0	0	0.041406	1.141510	0.583527	0.460160	0.885010	0	0.689592	0.374422	0.348220	0.777220	0.135110	0.423785	0.156764	0	0.102566	0.222473	0.121140	0.351472	0.205670	0	0.042211	0.558629	0	0.199917	0	0.912617	0.344360	0.349879	0.145303	0	0.081714	0.059000	0.205413	0.004560	0.415221	1.466730	0	0.748608	0.151024	0.046873	0.027837	0.101164	0.212000	0	0.061953	0.831782	0.005343	0.484341	0	0.053420	0.288840	0.124640	0.011466	0	0.158877	0	0.120010	0.773252	2.546040	0.125636	0.377344	0	0	0.517009	0	0.441205	0.287554	0.162309	0.018070	0.145141	0.017060	0.272343	0.110000	0.339776	0	1.198550	0.290161	0.733568	0.032787	0.759620	1.161493	1.127910	0.175480	0	0.175231	0.225951	0.168430	0.218433	0.293741	0	0.269286	0.254870	0	0.191250	0.134433	0.304515	0.034400	0.554458	0.985420	0.031930	0.378017	0.229016	0.267455	0.588798	0.053959	0.029111	0.293545	0.079620	0.137005	0.203087	0.148580	0.415400	0.445550	0.043830	0.111133	0.152542	0.308540	0.440890	0.080210	0.635256	0.036590	0.091766	0.412419	0.396957	0.865122	0.065019	0	0.156013	0.792825	0.056490	0.200033	0.014840	0.165154	0.617966	0.678807	0.106841	0	0.884153	0	0.317700	0.566389	0	0	0.687196	0.010410	0.468764	0.087010	1.199430	0.105673	0.016259	0.012010	0.477420	0.433860	0	0.207050	0.157380	0.442350	0.142230	0	1.237113	0.110790	0.116780	0.116701	0	0.243997	0.059726	0.877052	0.286613	1.413187	0.000600	1.018860	0	0.556616	0.180286	2.354540	0.089664	0
